IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
164.152.17.14,443,443,true,ORD,North America,Chicago,210,8.51
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.51
158.101.131.218,2052,2052,false,NRT,Asia Pacific,Tokyo,71,8.42
131.186.43.107,2096,2096,true,NRT,Asia Pacific,Tokyo,70,8.41
158.101.146.160,8443,8443,true,NRT,Asia Pacific,Tokyo,73,8.39
158.101.146.160,2086,2086,false,NRT,Asia Pacific,Tokyo,70,8.39
132.145.120.95,2083,2083,true,NRT,Asia Pacific,Tokyo,126,8.37
140.238.32.238,8880,8880,false,NRT,Asia Pacific,Tokyo,71,8.36
140.238.33.94,8880,8880,false,NRT,Asia Pacific,Tokyo,72,8.35
131.186.59.94,2083,2083,true,NRT,Asia Pacific,Tokyo,137,8.34
140.238.39.33,8880,8880,false,NRT,Asia Pacific,Tokyo,70,8.34
132.145.121.123,2083,2083,true,NRT,Asia Pacific,Tokyo,77,8.32
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,126,8.32
132.145.121.123,80,80,false,NRT,Asia Pacific,Tokyo,70,8.30
132.145.120.95,2053,2053,true,NRT,Asia Pacific,Tokyo,69,8.28
140.238.40.136,2083,2083,true,NRT,Asia Pacific,Tokyo,138,8.28
140.238.48.97,2086,2086,false,NRT,Asia Pacific,Tokyo,71,8.26
132.145.120.182,8443,8443,true,NRT,Asia Pacific,Tokyo,81,8.24
132.145.120.118,2087,2087,true,NRT,Asia Pacific,Tokyo,70,8.24
158.101.157.173,2096,2096,true,NRT,Asia Pacific,Tokyo,86,8.23
158.101.140.255,2086,2086,false,NRT,Asia Pacific,Tokyo,68,8.09
140.238.50.32,8443,8443,true,NRT,Asia Pacific,Tokyo,99,8.08
140.238.33.94,2082,2082,false,NRT,Asia Pacific,Tokyo,73,8.03
141.147.166.95,8080,8080,false,NRT,Asia Pacific,Tokyo,68,7.94
140.238.33.94,2052,2052,false,NRT,Asia Pacific,Tokyo,70,7.91
141.147.179.64,2053,2053,true,NRT,Asia Pacific,Tokyo,83,7.91
140.238.39.33,80,80,false,NRT,Asia Pacific,Tokyo,71,7.89
158.101.137.74,80,80,false,NRT,Asia Pacific,Tokyo,71,7.86
141.147.178.135,8080,8080,false,HKG,Asia Pacific,Hong Kong,126,7.79
132.145.120.118,8443,8443,true,NRT,Asia Pacific,Tokyo,82,7.78
131.186.40.31,2095,2095,false,HKG,Asia Pacific,Hong Kong,129,7.77
132.145.114.250,2083,2083,true,NRT,Asia Pacific,Tokyo,69,7.77
132.145.121.125,2087,2087,true,NRT,Asia Pacific,Tokyo,102,7.76
129.146.248.140,443,443,true,LAX,North America,Los Angeles,186,7.76
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,122,7.74
158.101.140.255,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.74
131.186.40.31,2086,2086,false,HKG,Asia Pacific,Hong Kong,129,7.69
164.152.26.70,2086,443,true,ORD,North America,Chicago,202,7.68
192.18.150.176,2087,443,true,YYZ,North America,Toronto,228,7.67
140.238.50.32,2052,2052,false,NRT,Asia Pacific,Tokyo,73,7.66
158.101.140.255,2053,2053,true,NRT,Asia Pacific,Tokyo,130,7.63
158.101.137.96,2053,2053,true,NRT,Asia Pacific,Tokyo,73,7.61
192.18.150.121,443,443,true,YYZ,North America,Toronto,223,7.58
140.238.48.97,2083,2083,true,NRT,Asia Pacific,Tokyo,69,7.55
158.101.137.74,8880,8880,false,NRT,Asia Pacific,Tokyo,70,7.52
158.101.137.74,2083,2083,true,NRT,Asia Pacific,Tokyo,95,7.50
131.186.40.31,2082,2082,false,HKG,Asia Pacific,Hong Kong,128,7.46
158.101.159.181,2082,2082,false,NRT,Asia Pacific,Tokyo,87,7.46
141.147.178.135,2053,2053,true,HKG,Asia Pacific,Hong Kong,153,7.46
152.70.102.124,2083,2083,true,HKG,Asia Pacific,Hong Kong,127,7.44
140.238.50.32,8880,8880,false,NRT,Asia Pacific,Tokyo,69,7.43
158.101.149.52,2083,2083,true,NRT,Asia Pacific,Tokyo,104,7.43
131.186.59.232,2082,2082,false,HKG,Asia Pacific,Hong Kong,128,7.41
141.147.167.40,2096,2096,true,NRT,Asia Pacific,Tokyo,87,7.33
193.122.197.111,443,443,true,IAD,North America,Ashburn,222,7.32
131.186.59.232,2052,2052,false,HKG,Asia Pacific,Hong Kong,123,7.31
140.238.39.33,2087,2087,true,NRT,Asia Pacific,Tokyo,100,7.31
158.101.149.52,2086,2086,false,NRT,Asia Pacific,Tokyo,74,7.26
131.186.40.31,8880,8880,false,HKG,Asia Pacific,Hong Kong,131,7.22
158.101.148.221,2052,2052,false,HKG,Asia Pacific,Hong Kong,126,7.21
168.138.200.159,8443,8443,true,NRT,Asia Pacific,Tokyo,71,7.20
131.186.59.94,2087,2087,true,NRT,Asia Pacific,Tokyo,86,7.19
140.238.33.94,2095,2095,false,NRT,Asia Pacific,Tokyo,70,7.18
152.70.102.124,8443,8443,true,HKG,Asia Pacific,Hong Kong,135,7.17
152.70.106.185,2095,2095,false,NRT,Asia Pacific,Tokyo,69,7.16
140.238.39.33,2095,2095,false,NRT,Asia Pacific,Tokyo,71,7.15
192.18.145.19,2096,443,true,YYZ,North America,Toronto,225,7.13
140.238.39.33,2052,2052,false,NRT,Asia Pacific,Tokyo,70,7.12
155.248.165.169,2086,2086,false,NRT,Asia Pacific,Tokyo,68,7.08
140.238.40.136,2053,2053,true,NRT,Asia Pacific,Tokyo,161,7.05
132.145.117.216,8443,8443,true,NRT,Asia Pacific,Tokyo,77,6.99
158.101.140.255,2083,2083,true,NRT,Asia Pacific,Tokyo,110,6.97
129.153.165.237,443,443,true,IAD,North America,Ashburn,257,6.90
131.186.59.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,176,6.89
158.101.131.218,8880,8880,false,NRT,Asia Pacific,Tokyo,71,6.87
152.70.102.124,2086,2086,false,HKG,Asia Pacific,Hong Kong,125,6.87
132.145.121.242,2095,2095,false,HKG,Asia Pacific,Hong Kong,127,6.86
131.186.59.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,129,6.86
140.238.40.136,8443,8443,true,NRT,Asia Pacific,Tokyo,148,6.84
140.238.40.136,2096,2096,true,NRT,Asia Pacific,Tokyo,84,6.81
158.101.131.218,2087,2087,true,NRT,Asia Pacific,Tokyo,103,6.79
132.145.112.247,2053,2053,true,NRT,Asia Pacific,Tokyo,75,6.73
140.238.33.94,8080,8080,false,NRT,Asia Pacific,Tokyo,70,6.70
193.122.12.226,443,443,true,FRA,Europe,Frankfurt,252,6.69
132.145.112.247,8443,8443,true,NRT,Asia Pacific,Tokyo,71,6.68
152.70.102.124,2095,2095,false,HKG,Asia Pacific,Hong Kong,123,6.67
141.147.42.164,443,443,true,FRA,Europe,Frankfurt,252,6.65
131.186.44.38,2053,2053,true,NRT,Asia Pacific,Tokyo,68,6.64
130.162.62.101,443,443,true,FRA,Europe,Frankfurt,253,6.64
158.101.148.221,2053,2053,true,HKG,Asia Pacific,Hong Kong,162,6.64
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,266,6.63
141.147.16.123,443,443,true,FRA,Europe,Frankfurt,247,6.62
140.238.48.97,2095,2095,false,NRT,Asia Pacific,Tokyo,69,6.59
158.101.148.221,8443,8443,true,HKG,Asia Pacific,Hong Kong,149,6.58
132.145.117.216,2096,2096,true,NRT,Asia Pacific,Tokyo,100,6.58
132.226.196.10,443,443,true,FRA,Europe,Frankfurt,257,6.56
140.238.32.238,80,80,false,NRT,Asia Pacific,Tokyo,70,6.56
141.147.7.150,443,443,true,FRA,Europe,Frankfurt,246,6.55
129.159.197.137,8443,443,true,FRA,Europe,Frankfurt,248,6.54
132.145.112.247,2083,2083,true,NRT,Asia Pacific,Tokyo,69,6.54
141.147.1.254,443,443,true,FRA,Europe,Frankfurt,252,6.51
140.238.64.65,80,80,false,LHR,Europe,London,260,6.50
131.186.62.26,2053,2053,true,NRT,Asia Pacific,Tokyo,76,6.49
129.159.253.70,443,443,true,FRA,Europe,Frankfurt,247,6.49
144.21.51.110,443,443,true,LHR,Europe,London,252,6.49
140.238.36.216,2086,2086,false,NRT,Asia Pacific,Tokyo,71,6.48
152.70.102.124,2052,2052,false,HKG,Asia Pacific,Hong Kong,126,6.46
144.24.169.81,2053,443,true,FRA,Europe,Frankfurt,247,6.45
138.2.152.221,443,443,true,FRA,Europe,Frankfurt,252,6.45
141.147.4.53,443,443,true,FRA,Europe,Frankfurt,253,6.45
158.101.154.70,2095,2095,false,NRT,Asia Pacific,Tokyo,81,6.44
138.2.177.222,443,443,true,FRA,Europe,Frankfurt,246,6.44
144.24.178.122,443,443,true,FRA,Europe,Frankfurt,246,6.43
158.101.216.227,443,443,true,FRA,Europe,Frankfurt,252,6.43
193.122.50.175,443,443,true,FRA,Europe,Frankfurt,255,6.43
130.162.50.26,443,443,true,FRA,Europe,Frankfurt,246,6.42
130.162.36.141,443,443,true,FRA,Europe,Frankfurt,249,6.41
130.162.229.54,443,443,true,FRA,Europe,Frankfurt,255,6.40
130.162.242.86,443,443,true,FRA,Europe,Frankfurt,252,6.40
138.2.176.209,443,443,true,FRA,Europe,Frankfurt,246,6.40
89.168.117.237,443,443,true,FRA,Europe,Frankfurt,246,6.40
158.180.15.102,443,443,true,FRA,Europe,Frankfurt,258,6.40
130.162.225.145,443,443,true,FRA,Europe,Frankfurt,246,6.39
158.178.155.1,443,443,true,FRA,Europe,Frankfurt,252,6.39
158.180.45.129,443,443,true,FRA,Europe,Frankfurt,252,6.39
84.235.164.17,443,443,true,FRA,Europe,Frankfurt,261,6.38
150.230.145.84,443,443,true,FRA,Europe,Frankfurt,250,6.38
144.24.163.253,443,443,true,FRA,Europe,Frankfurt,246,6.38
144.24.175.179,443,443,true,FRA,Europe,Frankfurt,252,6.38
141.144.202.24,443,443,true,FRA,Europe,Frankfurt,252,6.38
141.148.232.189,443,443,true,FRA,Europe,Frankfurt,258,6.38
138.2.169.120,443,443,true,FRA,Europe,Frankfurt,252,6.37
152.70.51.49,443,443,true,FRA,Europe,Frankfurt,258,6.36
141.144.193.205,443,443,true,FRA,Europe,Frankfurt,262,6.36
144.24.162.97,443,443,true,FRA,Europe,Frankfurt,247,6.35
131.186.59.232,8443,8443,true,HKG,Asia Pacific,Hong Kong,173,6.35
141.147.61.65,443,443,true,FRA,Europe,Frankfurt,246,6.35
152.70.53.233,443,443,true,FRA,Europe,Frankfurt,291,6.35
140.238.40.136,8080,8080,false,NRT,Asia Pacific,Tokyo,69,6.34
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,254,6.33
131.186.59.232,8080,8080,false,HKG,Asia Pacific,Hong Kong,223,6.33
132.145.117.216,2087,2087,true,NRT,Asia Pacific,Tokyo,98,6.33
130.162.223.205,443,443,true,FRA,Europe,Frankfurt,247,6.33
158.101.149.52,2087,2087,true,NRT,Asia Pacific,Tokyo,101,6.32
141.147.56.161,443,443,true,FRA,Europe,Frankfurt,250,6.32
138.2.174.113,443,443,true,FRA,Europe,Frankfurt,252,6.31
141.147.40.211,443,443,true,FRA,Europe,Frankfurt,246,6.31
132.145.121.123,2087,2087,true,NRT,Asia Pacific,Tokyo,71,6.30
138.2.171.52,443,443,true,FRA,Europe,Frankfurt,246,6.30
141.147.166.95,80,80,false,NRT,Asia Pacific,Tokyo,67,6.29
158.180.13.86,443,443,true,FRA,Europe,Frankfurt,252,6.28
193.123.61.216,443,443,true,FRA,Europe,Frankfurt,257,6.28
141.147.178.135,2096,2096,true,HKG,Asia Pacific,Hong Kong,126,6.28
150.230.20.44,443,443,true,FRA,Europe,Frankfurt,261,6.27
143.47.188.115,443,443,true,FRA,Europe,Frankfurt,255,6.25
193.122.5.245,443,443,true,FRA,Europe,Frankfurt,248,6.24
193.123.39.157,443,443,true,FRA,Europe,Frankfurt,304,6.24
193.123.56.46,443,443,true,FRA,Europe,Frankfurt,251,6.24
144.21.41.213,443,443,true,FRA,Europe,Frankfurt,252,6.23
141.144.202.89,443,443,true,FRA,Europe,Frankfurt,257,6.23
129.159.200.141,443,443,true,FRA,Europe,Frankfurt,255,6.22
152.70.162.136,443,443,true,FRA,Europe,Frankfurt,248,6.22
130.162.36.11,443,443,true,FRA,Europe,Frankfurt,255,6.22
130.162.228.55,443,443,true,FRA,Europe,Frankfurt,249,6.22
141.144.231.240,443,443,true,FRA,Europe,Frankfurt,253,6.21
131.186.43.107,2083,2083,true,NRT,Asia Pacific,Tokyo,133,6.21
193.123.38.134,443,443,true,FRA,Europe,Frankfurt,261,6.19
129.159.252.38,443,443,true,FRA,Europe,Frankfurt,247,6.18
131.186.62.26,2096,2096,true,NRT,Asia Pacific,Tokyo,79,6.17
141.147.178.135,2086,2086,false,HKG,Asia Pacific,Hong Kong,130,6.17
141.145.206.16,8443,443,true,CDG,Europe,Paris,289,6.16
193.122.57.71,443,443,true,FRA,Europe,Frankfurt,255,6.16
158.180.46.179,443,443,true,FRA,Europe,Frankfurt,247,6.16
141.148.230.193,443,443,true,FRA,Europe,Frankfurt,255,6.14
130.162.50.165,443,443,true,FRA,Europe,Frankfurt,247,6.11
150.230.116.235,443,443,true,FRA,Europe,Frankfurt,258,6.11
152.70.191.137,443,443,true,FRA,Europe,Frankfurt,246,6.11
89.168.73.245,443,443,true,FRA,Europe,Frankfurt,249,6.11
89.168.100.195,443,443,true,FRA,Europe,Frankfurt,246,6.10
144.24.190.191,443,443,true,FRA,Europe,Frankfurt,249,6.09
138.3.250.79,443,443,true,FRA,Europe,Frankfurt,247,6.09
141.144.205.24,443,443,true,FRA,Europe,Frankfurt,258,6.09
144.21.37.65,443,443,true,FRA,Europe,Frankfurt,258,6.09
150.230.121.245,443,443,true,FRA,Europe,Frankfurt,285,6.09
143.47.253.53,443,443,true,FRA,Europe,Frankfurt,263,6.09
158.101.154.70,8443,8443,true,NRT,Asia Pacific,Tokyo,160,6.09
130.162.175.80,443,443,true,FRA,Europe,Frankfurt,257,6.08
158.101.140.255,8080,8080,false,NRT,Asia Pacific,Tokyo,71,6.08
132.145.121.242,8080,8080,false,HKG,Asia Pacific,Hong Kong,133,6.08
141.144.205.115,443,443,true,FRA,Europe,Frankfurt,252,6.08
141.147.16.152,8443,443,true,FRA,Europe,Frankfurt,254,6.08
144.21.36.141,443,443,true,FRA,Europe,Frankfurt,252,6.07
141.148.232.151,443,443,true,FRA,Europe,Frankfurt,252,6.07
152.67.130.234,443,443,true,FRA,Europe,Frankfurt,260,6.06
158.178.146.22,443,443,true,FRA,Europe,Frankfurt,254,6.06
130.162.177.71,443,443,true,FRA,Europe,Frankfurt,263,6.06
158.178.159.183,443,443,true,FRA,Europe,Frankfurt,255,6.06
84.8.159.51,443,443,true,FRA,Europe,Frankfurt,281,6.05
141.147.179.64,2086,2086,false,NRT,Asia Pacific,Tokyo,68,6.05
138.3.253.54,443,443,true,FRA,Europe,Frankfurt,248,6.05
144.21.48.223,443,443,true,FRA,Europe,Frankfurt,257,6.04
144.24.169.84,443,443,true,FRA,Europe,Frankfurt,254,6.04
193.123.34.54,443,443,true,FRA,Europe,Frankfurt,257,6.04
158.178.149.221,443,443,true,FRA,Europe,Frankfurt,254,6.03
158.101.203.185,443,443,true,FRA,Europe,Frankfurt,254,6.01
130.162.182.172,443,443,true,FRA,Europe,Frankfurt,263,6.00
130.61.203.115,8443,443,true,FRA,Europe,Frankfurt,254,5.99
193.123.59.189,443,443,true,FRA,Europe,Frankfurt,255,5.99
152.70.57.129,443,443,true,FRA,Europe,Frankfurt,254,5.97
130.162.212.65,443,443,true,FRA,Europe,Frankfurt,255,5.97
152.70.49.231,443,443,true,FRA,Europe,Frankfurt,257,5.97
144.21.51.234,443,443,true,FRA,Europe,Frankfurt,257,5.97
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,247,5.96
138.2.182.58,443,443,true,FRA,Europe,Frankfurt,248,5.95
138.2.167.175,443,443,true,FRA,Europe,Frankfurt,275,5.94
130.162.213.214,443,443,true,FRA,Europe,Frankfurt,249,5.94
89.168.120.46,443,443,true,FRA,Europe,Frankfurt,251,5.93
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,128,5.93
158.101.148.221,2083,2083,true,HKG,Asia Pacific,Hong Kong,146,5.92
89.168.94.177,443,443,true,FRA,Europe,Frankfurt,248,5.91
144.21.48.171,443,443,true,FRA,Europe,Frankfurt,260,5.91
158.101.219.38,443,443,true,FRA,Europe,Frankfurt,282,5.90
132.145.65.17,443,443,true,FRA,Europe,Frankfurt,261,5.89
132.226.135.184,443,443,true,FRA,Europe,Frankfurt,265,5.89
130.162.168.176,443,443,true,FRA,Europe,Frankfurt,261,5.89
152.70.51.93,443,443,true,FRA,Europe,Frankfurt,256,5.89
143.47.179.244,443,443,true,FRA,Europe,Frankfurt,253,5.89
132.145.120.95,2096,2096,true,NRT,Asia Pacific,Tokyo,70,5.88
89.168.42.214,443,443,true,CDG,Europe,Paris,267,5.88
143.47.227.166,443,443,true,FRA,Europe,Frankfurt,258,5.88
143.47.239.85,443,443,true,FRA,Europe,Frankfurt,263,5.88
143.47.225.62,443,443,true,FRA,Europe,Frankfurt,258,5.88
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,253,5.87
143.47.183.59,443,443,true,FRA,Europe,Frankfurt,260,5.86
130.162.172.129,443,443,true,FRA,Europe,Frankfurt,260,5.85
152.70.174.240,443,443,true,FRA,Europe,Frankfurt,255,5.85
144.24.164.192,443,443,true,FRA,Europe,Frankfurt,249,5.84
141.147.178.135,2052,2052,false,HKG,Asia Pacific,Hong Kong,139,5.84
89.168.88.67,443,443,true,FRA,Europe,Frankfurt,249,5.83
143.47.185.169,443,443,true,FRA,Europe,Frankfurt,257,5.83
152.70.51.86,443,443,true,FRA,Europe,Frankfurt,258,5.83
150.230.196.248,443,443,true,NRT,Asia Pacific,Tokyo,69,5.81
132.145.112.247,2087,2087,true,NRT,Asia Pacific,Tokyo,88,5.81
158.178.149.228,443,443,true,FRA,Europe,Frankfurt,255,5.81
150.230.118.217,443,443,true,FRA,Europe,Frankfurt,263,5.81
131.186.40.31,8080,8080,false,HKG,Asia Pacific,Hong Kong,129,5.80
152.70.54.143,443,443,true,FRA,Europe,Frankfurt,254,5.80
158.101.148.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,128,5.80
130.162.241.20,443,443,true,FRA,Europe,Frankfurt,254,5.80
140.238.83.109,443,443,true,FRA,Europe,Frankfurt,257,5.79
146.56.157.97,443,443,true,NRT,Asia Pacific,Tokyo,129,5.79
84.8.156.156,443,443,true,FRA,Europe,Frankfurt,257,5.78
144.21.55.84,443,443,true,FRA,Europe,Frankfurt,258,5.78
158.101.154.70,2053,2053,true,NRT,Asia Pacific,Tokyo,72,5.78
130.162.191.76,443,443,true,FRA,Europe,Frankfurt,263,5.77
143.47.230.237,443,443,true,FRA,Europe,Frankfurt,257,5.77
84.8.153.85,443,443,true,FRA,Europe,Frankfurt,311,5.77
64.110.103.69,443,443,true,KIX,Asia Pacific,Osaka,80,5.77
150.230.123.196,443,443,true,FRA,Europe,Frankfurt,268,5.76
158.178.159.141,443,443,true,FRA,Europe,Frankfurt,255,5.75
144.24.173.250,2096,443,true,FRA,Europe,Frankfurt,254,5.73
130.162.191.129,443,443,true,FRA,Europe,Frankfurt,273,5.73
138.2.129.250,443,443,true,FRA,Europe,Frankfurt,281,5.72
150.230.124.5,443,443,true,FRA,Europe,Frankfurt,270,5.72
204.216.105.106,8443,8443,true,YUL,North America,Montréal,258,5.71
141.147.178.135,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,5.71
152.70.58.64,443,443,true,FRA,Europe,Frankfurt,254,5.71
158.178.148.7,443,443,true,FRA,Europe,Frankfurt,262,5.70
141.144.250.22,443,443,true,FRA,Europe,Frankfurt,248,5.69
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,122,5.69
138.2.18.184,80,80,false,NRT,Asia Pacific,Tokyo,70,5.68
140.238.41.253,80,80,false,NRT,Asia Pacific,Tokyo,70,5.68
132.145.112.247,2096,2096,true,NRT,Asia Pacific,Tokyo,99,5.68
130.162.175.150,443,443,true,FRA,Europe,Frankfurt,267,5.67
89.168.109.25,443,443,true,FRA,Europe,Frankfurt,247,5.67
129.159.194.164,443,443,true,FRA,Europe,Frankfurt,254,5.67
193.123.32.219,443,443,true,FRA,Europe,Frankfurt,276,5.66
130.162.177.148,443,443,true,FRA,Europe,Frankfurt,261,5.65
144.24.176.7,443,443,true,FRA,Europe,Frankfurt,247,5.65
130.162.168.80,443,443,true,FRA,Europe,Frankfurt,268,5.64
141.147.178.135,2082,2082,false,HKG,Asia Pacific,Hong Kong,127,5.62
150.230.148.197,443,443,true,FRA,Europe,Frankfurt,256,5.61
158.101.154.70,2086,2086,false,NRT,Asia Pacific,Tokyo,75,5.61
158.178.153.170,443,443,true,FRA,Europe,Frankfurt,254,5.59
138.2.138.209,443,443,true,FRA,Europe,Frankfurt,258,5.56
132.145.120.118,2083,2083,true,NRT,Asia Pacific,Tokyo,71,5.56
158.101.149.52,2096,2096,true,NRT,Asia Pacific,Tokyo,103,5.55
138.2.18.184,443,443,true,NRT,Asia Pacific,Tokyo,74,5.55
158.101.137.74,2053,2053,true,NRT,Asia Pacific,Tokyo,116,5.54
130.162.44.177,443,443,true,FRA,Europe,Frankfurt,254,5.53
139.185.34.245,443,443,true,DXB,Middle East,Dubai,93,5.53
141.147.61.26,443,443,true,FRA,Europe,Frankfurt,248,5.53
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,256,5.53
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,134,5.53
158.101.193.69,443,443,true,FRA,Europe,Frankfurt,255,5.51
152.70.56.168,443,443,true,FRA,Europe,Frankfurt,254,5.50
193.123.57.4,443,443,true,FRA,Europe,Frankfurt,263,5.50
158.101.220.100,443,443,true,FRA,Europe,Frankfurt,255,5.49
89.168.107.253,443,443,true,FRA,Europe,Frankfurt,249,5.49
193.123.250.209,2087,2096,true,ICN,Asia Pacific,Seoul,107,5.48
130.162.191.185,443,443,true,FRA,Europe,Frankfurt,267,5.47
132.145.120.118,2052,2052,false,NRT,Asia Pacific,Tokyo,70,5.46
150.230.20.42,443,443,true,FRA,Europe,Frankfurt,258,5.45
152.69.178.16,443,443,true,MEL,Oceania,Melbourne,87,5.45
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,109,5.45
193.122.11.104,443,443,true,FRA,Europe,Frankfurt,249,5.44
152.67.222.167,443,443,true,ICN,Asia Pacific,Seoul,81,5.42
141.147.15.197,443,443,true,FRA,Europe,Frankfurt,249,5.42
144.21.33.57,443,443,true,FRA,Europe,Frankfurt,255,5.42
152.70.102.124,8080,8080,false,HKG,Asia Pacific,Hong Kong,129,5.41
64.110.88.200,8443,80,false,ICN,Asia Pacific,Seoul,128,5.41
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,80,5.40
144.21.39.152,443,443,true,FRA,Europe,Frankfurt,274,5.40
141.144.192.209,443,443,true,FRA,Europe,Frankfurt,253,5.40
141.147.51.9,443,443,true,FRA,Europe,Frankfurt,254,5.36
158.101.221.222,443,443,true,FRA,Europe,Frankfurt,255,5.35
138.3.248.194,443,443,true,FRA,Europe,Frankfurt,265,5.34
158.179.172.95,443,443,true,ICN,Asia Pacific,Seoul,136,5.33
89.168.117.201,443,443,true,FRA,Europe,Frankfurt,297,5.32
132.145.114.250,2087,2087,true,NRT,Asia Pacific,Tokyo,84,5.31
158.178.150.182,443,443,true,FRA,Europe,Frankfurt,256,5.30
150.230.20.84,443,443,true,FRA,Europe,Frankfurt,254,5.29
143.47.248.93,443,443,true,FRA,Europe,Frankfurt,261,5.26
130.162.244.97,443,443,true,FRA,Europe,Frankfurt,254,5.25
143.47.234.153,443,443,true,FRA,Europe,Frankfurt,263,5.25
131.186.62.26,8443,8443,true,NRT,Asia Pacific,Tokyo,77,5.24
152.70.58.159,443,443,true,FRA,Europe,Frankfurt,256,5.23
141.144.195.19,443,443,true,FRA,Europe,Frankfurt,262,5.23
132.226.213.194,443,443,true,FRA,Europe,Frankfurt,260,5.22
129.154.199.186,2087,443,true,NRT,Asia Pacific,Tokyo,107,5.22
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,129,5.21
132.226.201.246,443,443,true,FRA,Europe,Frankfurt,247,5.21
152.70.59.85,443,443,true,FRA,Europe,Frankfurt,254,5.20
131.186.44.38,2096,2096,true,NRT,Asia Pacific,Tokyo,79,5.20
158.101.148.221,8880,8880,false,HKG,Asia Pacific,Hong Kong,129,5.19
130.162.178.235,443,443,true,FRA,Europe,Frankfurt,280,5.18
193.123.39.153,443,443,true,FRA,Europe,Frankfurt,256,5.17
140.238.32.238,2086,2086,false,NRT,Asia Pacific,Tokyo,69,5.17
144.21.49.56,443,443,true,FRA,Europe,Frankfurt,260,5.16
132.145.114.250,2053,2053,true,NRT,Asia Pacific,Tokyo,94,5.16
143.47.179.54,443,443,true,FRA,Europe,Frankfurt,262,5.16
143.47.187.79,443,443,true,FRA,Europe,Frankfurt,254,5.15
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,128,5.13
131.186.27.112,2096,443,true,ICN,Asia Pacific,Seoul,117,5.12
132.226.10.65,443,443,true,NRT,Asia Pacific,Tokyo,68,5.11
141.147.26.21,443,443,true,FRA,Europe,Frankfurt,248,5.10
193.122.54.82,443,443,true,FRA,Europe,Frankfurt,247,5.10
158.178.149.157,443,443,true,FRA,Europe,Frankfurt,253,5.10
143.47.228.206,443,443,true,FRA,Europe,Frankfurt,267,5.06
144.21.57.75,443,443,true,FRA,Europe,Frankfurt,260,5.05
130.162.161.194,443,443,true,FRA,Europe,Frankfurt,260,5.05
132.145.117.216,2095,2095,false,NRT,Asia Pacific,Tokyo,73,5.04
158.101.204.173,443,443,true,FRA,Europe,Frankfurt,261,5.04
158.101.216.53,443,443,true,FRA,Europe,Frankfurt,261,5.00
138.3.240.79,443,443,true,FRA,Europe,Frankfurt,259,4.99
152.70.186.19,443,443,true,FRA,Europe,Frankfurt,254,4.96
143.47.179.11,443,443,true,FRA,Europe,Frankfurt,260,4.95
84.235.171.253,443,443,true,FRA,Europe,Frankfurt,255,4.94
130.162.58.94,443,443,true,FRA,Europe,Frankfurt,247,4.94
84.8.151.168,443,443,true,FRA,Europe,Frankfurt,261,4.94
143.47.234.248,443,443,true,FRA,Europe,Frankfurt,266,4.94
84.8.149.36,443,443,true,FRA,Europe,Frankfurt,302,4.94
132.145.121.242,8443,8443,true,HKG,Asia Pacific,Hong Kong,136,4.93
129.159.251.193,443,443,true,FRA,Europe,Frankfurt,265,4.89
193.123.60.41,443,443,true,FRA,Europe,Frankfurt,261,4.84
152.67.129.246,443,443,true,FRA,Europe,Frankfurt,267,4.82
132.145.121.125,2096,2096,true,NRT,Asia Pacific,Tokyo,72,4.82
158.101.98.60,2095,443,true,IAD,North America,Ashburn,255,4.80
144.24.160.195,443,443,true,FRA,Europe,Frankfurt,247,4.80
158.101.211.160,443,443,true,FRA,Europe,Frankfurt,261,4.80
144.21.39.45,443,443,true,FRA,Europe,Frankfurt,254,4.78
144.21.63.143,443,443,true,FRA,Europe,Frankfurt,267,4.74
138.2.15.250,2053,443,true,NRT,Asia Pacific,Tokyo,78,4.74
84.8.149.214,443,443,true,FRA,Europe,Frankfurt,310,4.72
152.70.177.0,443,443,true,FRA,Europe,Frankfurt,277,4.70
168.138.46.67,443,443,true,KIX,Asia Pacific,Osaka,111,4.70
146.235.192.207,443,443,true,SJC,North America,San Jose,179,4.69
143.47.225.21,443,443,true,FRA,Europe,Frankfurt,267,4.69
