IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
168.138.200.159,2052,2052,false,NRT,Asia Pacific,Tokyo,122,9.23
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,348,9.22
158.101.94.15,2096,2096,true,NRT,Asia Pacific,Tokyo,330,9.22
152.70.99.218,8080,8080,false,NRT,Asia Pacific,Tokyo,89,9.21
132.145.121.247,8880,8880,false,NRT,Asia Pacific,Tokyo,292,9.18
168.138.207.64,80,80,false,NRT,Asia Pacific,Tokyo,271,9.18
155.248.160.116,8880,8880,false,NRT,Asia Pacific,Tokyo,107,9.17
152.70.107.26,8080,8080,false,NRT,Asia Pacific,Tokyo,227,9.17
158.101.88.214,2083,2083,true,NRT,Asia Pacific,Tokyo,114,9.15
138.3.212.162,2087,2087,true,NRT,Asia Pacific,Tokyo,99,9.14
131.186.62.26,2083,2083,true,NRT,Asia Pacific,Tokyo,105,9.11
132.145.127.21,2083,2083,true,NRT,Asia Pacific,Tokyo,104,9.10
138.3.217.39,8880,8880,false,NRT,Asia Pacific,Tokyo,97,9.10
151.145.68.104,2082,2082,false,NRT,Asia Pacific,Tokyo,336,9.10
152.70.98.174,2086,2086,false,NRT,Asia Pacific,Tokyo,313,9.09
158.101.144.34,2087,2087,true,NRT,Asia Pacific,Tokyo,348,9.09
141.147.178.253,443,443,true,SIN,Asia Pacific,Singapore,183,9.09
158.101.159.212,2083,2083,true,NRT,Asia Pacific,Tokyo,127,9.08
140.238.53.190,8443,8443,true,NRT,Asia Pacific,Tokyo,284,9.07
168.138.196.164,2082,2082,false,HKG,Asia Pacific,Hong Kong,209,9.07
155.248.169.25,2095,2095,false,NRT,Asia Pacific,Tokyo,297,9.04
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,100,9.04
158.101.154.70,2082,2082,false,NRT,Asia Pacific,Tokyo,273,9.03
141.147.164.153,8880,8880,false,NRT,Asia Pacific,Tokyo,101,9.01
141.147.167.40,2096,2096,true,NRT,Asia Pacific,Tokyo,118,8.99
158.101.146.160,8080,8080,false,NRT,Asia Pacific,Tokyo,82,8.99
152.70.107.26,8880,8880,false,NRT,Asia Pacific,Tokyo,108,8.98
168.138.213.210,2086,2086,false,NRT,Asia Pacific,Tokyo,326,8.96
158.101.95.113,2082,2082,false,NRT,Asia Pacific,Tokyo,333,8.96
141.147.167.40,8080,8080,false,NRT,Asia Pacific,Tokyo,116,8.96
138.3.220.4,2083,2083,true,NRT,Asia Pacific,Tokyo,278,8.96
158.101.131.218,2086,2086,false,NRT,Asia Pacific,Tokyo,318,8.95
132.145.120.118,2052,2052,false,NRT,Asia Pacific,Tokyo,94,8.95
132.145.120.115,8880,8880,false,NRT,Asia Pacific,Tokyo,99,8.94
141.147.186.101,8880,8880,false,NRT,Asia Pacific,Tokyo,296,8.92
151.145.64.170,2052,2052,false,NRT,Asia Pacific,Tokyo,314,8.92
168.138.202.169,8880,8880,false,NRT,Asia Pacific,Tokyo,332,8.92
141.147.166.95,2087,2087,true,NRT,Asia Pacific,Tokyo,173,8.92
138.2.31.68,80,80,false,HKG,Asia Pacific,Hong Kong,136,8.92
168.138.202.145,80,80,false,NRT,Asia Pacific,Tokyo,287,8.91
158.101.90.190,2087,2087,true,NRT,Asia Pacific,Tokyo,332,8.90
168.138.192.185,2083,2083,true,NRT,Asia Pacific,Tokyo,297,8.89
168.138.198.202,2095,2095,false,NRT,Asia Pacific,Tokyo,344,8.87
138.2.15.8,2053,2053,true,NRT,Asia Pacific,Tokyo,81,8.86
158.101.155.115,80,80,false,NRT,Asia Pacific,Tokyo,112,8.86
138.3.212.144,2086,2086,false,NRT,Asia Pacific,Tokyo,76,8.85
168.138.214.62,2052,2052,false,NRT,Asia Pacific,Tokyo,278,8.85
132.145.123.143,2082,2082,false,NRT,Asia Pacific,Tokyo,90,8.83
168.138.208.24,2086,2086,false,NRT,Asia Pacific,Tokyo,118,8.81
141.147.175.230,2052,2052,false,NRT,Asia Pacific,Tokyo,296,8.80
158.101.94.15,8880,8880,false,NRT,Asia Pacific,Tokyo,91,8.80
155.248.174.71,2086,2086,false,NRT,Asia Pacific,Tokyo,312,8.79
152.70.107.26,2096,2096,true,NRT,Asia Pacific,Tokyo,317,8.77
168.138.202.145,2053,2053,true,NRT,Asia Pacific,Tokyo,111,8.77
158.101.157.173,2082,2082,false,NRT,Asia Pacific,Tokyo,97,8.77
168.138.200.159,2082,2082,false,NRT,Asia Pacific,Tokyo,119,8.77
158.101.69.12,2083,2083,true,NRT,Asia Pacific,Tokyo,115,8.76
152.70.106.185,2096,2096,true,NRT,Asia Pacific,Tokyo,107,8.75
138.2.25.122,2083,2083,true,NRT,Asia Pacific,Tokyo,93,8.75
132.145.112.168,8443,8443,true,NRT,Asia Pacific,Tokyo,342,8.74
138.2.115.29,443,443,true,SIN,Asia Pacific,Singapore,79,8.73
132.145.126.204,2083,2083,true,NRT,Asia Pacific,Tokyo,87,8.71
138.2.7.72,8443,8443,true,NRT,Asia Pacific,Tokyo,106,8.70
141.147.189.242,2052,2052,false,NRT,Asia Pacific,Tokyo,78,8.70
158.101.70.155,2096,2096,true,NRT,Asia Pacific,Tokyo,121,8.70
131.186.37.69,2095,2095,false,NRT,Asia Pacific,Tokyo,88,8.66
158.101.65.24,2083,2083,true,NRT,Asia Pacific,Tokyo,116,8.65
168.138.196.237,8880,8880,false,NRT,Asia Pacific,Tokyo,299,8.64
155.248.176.68,2083,2083,true,NRT,Asia Pacific,Tokyo,262,8.63
132.145.123.143,80,80,false,NRT,Asia Pacific,Tokyo,92,8.62
151.145.68.166,8880,8880,false,NRT,Asia Pacific,Tokyo,289,8.60
158.101.155.115,2052,2052,false,NRT,Asia Pacific,Tokyo,309,8.60
158.101.131.218,8080,8080,false,NRT,Asia Pacific,Tokyo,79,8.59
141.147.183.96,2095,2095,false,NRT,Asia Pacific,Tokyo,102,8.59
155.248.169.25,2083,2083,true,NRT,Asia Pacific,Tokyo,126,8.58
158.101.81.4,80,80,false,NRT,Asia Pacific,Tokyo,302,8.56
158.179.186.123,2096,2096,true,HKG,Asia Pacific,Hong Kong,406,8.56
131.186.40.31,2087,2087,true,HKG,Asia Pacific,Hong Kong,149,8.54
151.145.66.219,2082,2082,false,NRT,Asia Pacific,Tokyo,101,8.53
141.147.183.96,2096,2096,true,NRT,Asia Pacific,Tokyo,116,8.50
158.101.81.4,2087,2087,true,NRT,Asia Pacific,Tokyo,124,8.48
168.138.194.121,2087,2087,true,NRT,Asia Pacific,Tokyo,305,8.47
138.3.223.50,8443,8443,true,NRT,Asia Pacific,Tokyo,97,8.46
158.101.70.155,8443,8443,true,NRT,Asia Pacific,Tokyo,108,8.45
155.248.160.83,2096,2096,true,NRT,Asia Pacific,Tokyo,123,8.44
155.248.162.160,80,80,false,NRT,Asia Pacific,Tokyo,234,8.43
168.138.215.188,2086,2086,false,NRT,Asia Pacific,Tokyo,112,8.43
155.248.174.71,2053,2053,true,NRT,Asia Pacific,Tokyo,342,8.41
158.101.68.100,2096,2096,true,NRT,Asia Pacific,Tokyo,110,8.40
155.248.166.39,2087,2087,true,NRT,Asia Pacific,Tokyo,106,8.40
158.101.95.113,2053,2053,true,NRT,Asia Pacific,Tokyo,304,8.37
155.248.176.68,2053,2053,true,NRT,Asia Pacific,Tokyo,118,8.37
155.248.169.25,8443,8443,true,NRT,Asia Pacific,Tokyo,118,8.33
138.2.12.32,2087,2087,true,NRT,Asia Pacific,Tokyo,81,8.31
168.138.197.222,2096,2096,true,NRT,Asia Pacific,Tokyo,359,8.31
141.147.167.102,80,80,false,NRT,Asia Pacific,Tokyo,338,8.31
168.138.208.164,8880,8880,false,NRT,Asia Pacific,Tokyo,99,8.28
141.147.165.179,80,80,false,NRT,Asia Pacific,Tokyo,351,8.27
131.186.63.127,80,80,false,NRT,Asia Pacific,Tokyo,97,8.26
158.101.68.48,2095,2095,false,NRT,Asia Pacific,Tokyo,112,8.25
138.2.29.111,2082,2082,false,NRT,Asia Pacific,Tokyo,278,8.25
168.138.212.87,443,443,true,NRT,Asia Pacific,Tokyo,117,8.24
158.101.68.48,8443,8443,true,NRT,Asia Pacific,Tokyo,138,8.24
158.101.84.123,8443,8443,true,NRT,Asia Pacific,Tokyo,105,8.23
155.248.166.39,8080,8080,false,NRT,Asia Pacific,Tokyo,83,8.23
141.147.164.123,2053,2053,true,NRT,Asia Pacific,Tokyo,357,8.22
132.145.121.242,8880,8880,false,HKG,Asia Pacific,Hong Kong,458,8.21
158.101.147.4,2082,2082,false,NRT,Asia Pacific,Tokyo,276,8.21
132.145.126.21,8443,8443,true,NRT,Asia Pacific,Tokyo,71,8.18
138.3.223.50,2083,2083,true,NRT,Asia Pacific,Tokyo,235,8.18
155.248.167.70,2083,2083,true,NRT,Asia Pacific,Tokyo,116,8.17
138.3.215.11,2052,2052,false,HKG,Asia Pacific,Hong Kong,135,8.17
132.145.127.21,2095,2095,false,NRT,Asia Pacific,Tokyo,96,8.16
168.138.197.222,8080,8080,false,NRT,Asia Pacific,Tokyo,107,8.15
152.70.103.145,2083,2083,true,NRT,Asia Pacific,Tokyo,103,8.14
132.145.123.159,8080,8080,false,NRT,Asia Pacific,Tokyo,85,8.12
168.138.196.237,2086,2086,false,NRT,Asia Pacific,Tokyo,118,8.11
168.138.196.237,2096,2096,true,NRT,Asia Pacific,Tokyo,369,8.05
168.138.198.202,2082,2082,false,NRT,Asia Pacific,Tokyo,302,8.03
141.147.160.86,2053,2053,true,NRT,Asia Pacific,Tokyo,352,7.98
141.147.168.159,8443,8443,true,NRT,Asia Pacific,Tokyo,115,7.97
131.186.59.232,2087,2087,true,HKG,Asia Pacific,Hong Kong,139,7.95
158.179.186.123,2095,2095,false,HKG,Asia Pacific,Hong Kong,199,7.91
158.101.148.221,2053,2053,true,HKG,Asia Pacific,Hong Kong,210,7.90
168.138.196.237,2086,2086,false,NRT,Asia Pacific,Tokyo,343,7.89
151.145.67.9,8880,8880,false,NRT,Asia Pacific,Tokyo,108,7.88
158.101.84.123,2096,2096,true,NRT,Asia Pacific,Tokyo,151,7.87
141.147.165.179,2087,2087,true,NRT,Asia Pacific,Tokyo,221,7.86
158.101.94.15,8080,8080,false,NRT,Asia Pacific,Tokyo,103,7.86
155.248.174.71,2095,2095,false,NRT,Asia Pacific,Tokyo,106,7.86
152.70.106.13,2096,2096,true,NRT,Asia Pacific,Tokyo,120,7.85
158.101.81.4,2096,2096,true,NRT,Asia Pacific,Tokyo,128,7.84
131.186.35.189,8080,8080,false,NRT,Asia Pacific,Tokyo,311,7.84
158.101.69.144,2087,2087,true,NRT,Asia Pacific,Tokyo,110,7.84
158.101.154.242,2086,2086,false,NRT,Asia Pacific,Tokyo,79,7.83
150.230.105.179,8443,8443,true,NRT,Asia Pacific,Tokyo,336,7.83
141.147.179.211,80,80,false,NRT,Asia Pacific,Tokyo,90,7.82
141.147.169.131,2087,2087,true,NRT,Asia Pacific,Tokyo,102,7.81
155.248.169.25,2087,2087,true,NRT,Asia Pacific,Tokyo,101,7.80
152.70.155.147,443,443,true,LAX,North America,Los Angeles,414,7.78
158.101.94.15,2087,2087,true,NRT,Asia Pacific,Tokyo,109,7.76
131.186.58.151,2086,2086,false,NRT,Asia Pacific,Tokyo,297,7.67
168.138.197.222,2082,2082,false,NRT,Asia Pacific,Tokyo,276,7.67
158.101.69.12,2053,2053,true,NRT,Asia Pacific,Tokyo,129,7.64
141.147.165.179,2053,2053,true,NRT,Asia Pacific,Tokyo,136,7.64
152.70.106.185,2087,2087,true,NRT,Asia Pacific,Tokyo,115,7.62
131.186.59.232,2083,2083,true,HKG,Asia Pacific,Hong Kong,381,7.61
158.101.144.189,8880,8880,false,NRT,Asia Pacific,Tokyo,90,7.60
138.3.216.67,8443,8443,true,NRT,Asia Pacific,Tokyo,78,7.60
152.70.102.124,2053,2053,true,HKG,Asia Pacific,Hong Kong,342,7.59
158.179.186.123,2053,2053,true,HKG,Asia Pacific,Hong Kong,202,7.58
155.248.165.169,2087,2087,true,NRT,Asia Pacific,Tokyo,352,7.57
158.101.133.129,2052,2052,false,NRT,Asia Pacific,Tokyo,321,7.57
193.123.69.3,443,443,true,CDG,Europe,Paris,90,7.57
155.248.163.133,8080,8080,false,NRT,Asia Pacific,Tokyo,274,7.53
158.101.147.4,8080,8080,false,NRT,Asia Pacific,Tokyo,120,7.53
132.145.114.250,8880,8880,false,NRT,Asia Pacific,Tokyo,294,7.50
168.138.200.155,8080,8080,false,NRT,Asia Pacific,Tokyo,267,7.48
138.3.214.43,2083,2083,true,NRT,Asia Pacific,Tokyo,82,7.47
164.152.26.70,2086,443,true,ORD,North America,Chicago,237,7.46
141.147.178.135,2083,2083,true,HKG,Asia Pacific,Hong Kong,293,7.46
132.145.123.159,2082,2082,false,NRT,Asia Pacific,Tokyo,94,7.45
158.179.168.125,443,443,true,SIN,Asia Pacific,Singapore,77,7.43
132.145.121.242,2086,2086,false,HKG,Asia Pacific,Hong Kong,181,7.42
141.147.160.221,2053,2053,true,NRT,Asia Pacific,Tokyo,103,7.42
150.230.97.40,443,443,true,SIN,Asia Pacific,Singapore,91,7.40
158.101.146.203,2082,2082,false,NRT,Asia Pacific,Tokyo,110,7.39
138.2.31.251,2087,2087,true,NRT,Asia Pacific,Tokyo,326,7.38
141.147.162.204,2082,2082,false,NRT,Asia Pacific,Tokyo,87,7.38
132.145.121.242,80,80,false,HKG,Asia Pacific,Hong Kong,339,7.37
131.186.38.135,8080,8080,false,NRT,Asia Pacific,Tokyo,289,7.36
141.147.189.242,8880,8880,false,NRT,Asia Pacific,Tokyo,96,7.32
158.101.90.190,8443,8443,true,NRT,Asia Pacific,Tokyo,155,7.31
168.138.194.121,80,80,false,NRT,Asia Pacific,Tokyo,117,7.29
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,232,7.26
152.70.155.147,80,80,false,LAX,North America,Los Angeles,242,7.24
155.248.168.251,8443,8443,true,NRT,Asia Pacific,Tokyo,280,7.24
168.138.192.185,2095,2095,false,NRT,Asia Pacific,Tokyo,97,7.19
132.145.121.242,8443,8443,true,HKG,Asia Pacific,Hong Kong,376,7.18
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,88,7.16
168.138.212.74,80,80,false,NRT,Asia Pacific,Tokyo,119,7.14
158.179.191.14,2083,2083,true,NRT,Asia Pacific,Tokyo,105,7.13
155.248.176.98,2053,2053,true,NRT,Asia Pacific,Tokyo,109,7.13
155.248.160.116,2087,2087,true,NRT,Asia Pacific,Tokyo,141,7.13
155.248.176.68,2096,2096,true,NRT,Asia Pacific,Tokyo,108,7.09
168.138.215.188,80,80,false,NRT,Asia Pacific,Tokyo,113,7.09
158.101.88.214,2053,2053,true,NRT,Asia Pacific,Tokyo,325,7.05
152.70.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,109,6.98
168.138.198.53,8080,8080,false,NRT,Asia Pacific,Tokyo,331,6.98
138.3.222.204,8443,8443,true,NRT,Asia Pacific,Tokyo,253,6.97
155.248.167.70,8080,8080,false,NRT,Asia Pacific,Tokyo,84,6.96
158.101.147.4,2086,2086,false,NRT,Asia Pacific,Tokyo,116,6.95
152.70.98.174,8080,8080,false,NRT,Asia Pacific,Tokyo,353,6.94
152.70.103.145,80,80,false,NRT,Asia Pacific,Tokyo,295,6.92
155.248.162.160,8443,8443,true,NRT,Asia Pacific,Tokyo,341,6.91
155.248.167.70,2053,2053,true,NRT,Asia Pacific,Tokyo,111,6.89
132.145.121.34,8443,8443,true,NRT,Asia Pacific,Tokyo,110,6.85
158.101.158.238,80,80,false,NRT,Asia Pacific,Tokyo,295,6.83
152.70.102.124,8880,8880,false,HKG,Asia Pacific,Hong Kong,204,6.82
158.101.148.221,2087,2087,true,HKG,Asia Pacific,Hong Kong,240,6.81
155.248.176.98,2087,2087,true,NRT,Asia Pacific,Tokyo,134,6.80
138.3.217.39,2083,2083,true,NRT,Asia Pacific,Tokyo,100,6.79
158.101.146.203,2087,2087,true,NRT,Asia Pacific,Tokyo,349,6.77
168.138.192.185,2082,2082,false,NRT,Asia Pacific,Tokyo,333,6.74
168.138.198.53,2053,2053,true,NRT,Asia Pacific,Tokyo,307,6.71
158.101.68.48,8080,8080,false,NRT,Asia Pacific,Tokyo,352,6.71
150.230.98.39,2096,2096,true,NRT,Asia Pacific,Tokyo,161,6.69
168.138.198.202,2087,2087,true,NRT,Asia Pacific,Tokyo,108,6.69
168.138.196.237,8080,8080,false,NRT,Asia Pacific,Tokyo,124,6.68
193.122.197.111,443,443,true,IAD,North America,Ashburn,418,6.67
168.138.215.188,2095,2095,false,NRT,Asia Pacific,Tokyo,120,6.66
132.145.123.159,2086,2086,false,NRT,Asia Pacific,Tokyo,279,6.63
138.3.215.11,2082,2082,false,HKG,Asia Pacific,Hong Kong,374,6.63
155.248.163.133,2086,2086,false,NRT,Asia Pacific,Tokyo,246,6.63
132.145.123.143,2087,2087,true,NRT,Asia Pacific,Tokyo,83,6.63
158.101.142.103,2083,2083,true,NRT,Asia Pacific,Tokyo,345,6.61
168.138.194.121,2053,2053,true,NRT,Asia Pacific,Tokyo,337,6.60
150.230.109.252,8443,8443,true,NRT,Asia Pacific,Tokyo,129,6.57
168.138.194.121,2086,2086,false,NRT,Asia Pacific,Tokyo,326,6.54
158.101.146.165,2052,2052,false,NRT,Asia Pacific,Tokyo,117,6.51
132.145.121.125,2052,2052,false,NRT,Asia Pacific,Tokyo,78,6.46
132.145.121.123,2083,2083,true,NRT,Asia Pacific,Tokyo,109,6.45
152.70.106.13,8443,8443,true,NRT,Asia Pacific,Tokyo,271,6.43
132.145.114.4,80,80,false,NRT,Asia Pacific,Tokyo,85,6.40
158.101.158.251,2052,2052,false,NRT,Asia Pacific,Tokyo,98,6.39
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,258,6.39
150.136.241.40,8443,443,true,IAD,North America,Ashburn,361,6.36
155.248.166.39,8443,8443,true,NRT,Asia Pacific,Tokyo,107,6.36
130.162.58.94,443,443,true,FRA,Europe,Frankfurt,258,6.35
168.138.192.185,2096,2096,true,NRT,Asia Pacific,Tokyo,123,6.33
152.70.106.195,2083,2083,true,NRT,Asia Pacific,Tokyo,306,6.31
151.145.69.105,8080,8080,false,HKG,Asia Pacific,Hong Kong,207,6.30
158.179.175.178,443,443,true,SIN,Asia Pacific,Singapore,81,6.30
152.70.57.129,443,443,true,FRA,Europe,Frankfurt,257,6.30
141.144.198.64,443,443,true,FRA,Europe,Frankfurt,267,6.25
131.186.59.232,2052,2052,false,HKG,Asia Pacific,Hong Kong,186,6.25
168.138.194.121,2083,2083,true,NRT,Asia Pacific,Tokyo,142,6.24
141.144.195.19,443,443,true,FRA,Europe,Frankfurt,273,6.22
141.147.164.54,2095,2095,false,NRT,Asia Pacific,Tokyo,92,6.22
152.70.58.159,443,443,true,FRA,Europe,Frankfurt,264,6.21
152.70.52.215,443,443,true,AMS,Europe,Amsterdam,303,6.20
158.180.13.86,443,443,true,FRA,Europe,Frankfurt,252,6.19
193.123.32.63,443,443,true,FRA,Europe,Frankfurt,254,6.19
168.138.200.155,8880,8880,false,NRT,Asia Pacific,Tokyo,129,6.18
138.3.211.101,2087,2087,true,NRT,Asia Pacific,Tokyo,92,6.18
158.180.15.102,443,443,true,FRA,Europe,Frankfurt,257,6.17
158.101.204.173,443,443,true,FRA,Europe,Frankfurt,262,6.17
138.3.215.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,197,6.17
193.123.38.134,443,443,true,FRA,Europe,Frankfurt,265,6.15
141.148.240.112,443,443,true,FRA,Europe,Frankfurt,257,6.14
130.162.62.101,443,443,true,FRA,Europe,Frankfurt,276,6.14
168.138.200.155,80,80,false,NRT,Asia Pacific,Tokyo,286,6.13
141.144.193.205,443,443,true,FRA,Europe,Frankfurt,256,6.12
150.230.105.228,2096,2096,true,HKG,Asia Pacific,Hong Kong,227,6.11
150.230.99.173,2087,2087,true,NRT,Asia Pacific,Tokyo,410,6.11
150.230.121.245,443,443,true,FRA,Europe,Frankfurt,270,6.11
158.178.159.246,443,443,true,FRA,Europe,Frankfurt,274,6.11
152.70.48.33,443,443,true,FRA,Europe,Frankfurt,261,6.11
152.67.151.178,443,443,true,LHR,Europe,London,254,6.10
132.145.120.182,2096,2096,true,NRT,Asia Pacific,Tokyo,99,6.07
193.123.32.219,443,443,true,FRA,Europe,Frankfurt,258,6.06
138.3.218.160,2083,2083,true,NRT,Asia Pacific,Tokyo,323,6.06
138.3.218.160,2096,2096,true,NRT,Asia Pacific,Tokyo,125,6.03
168.138.198.202,8080,8080,false,NRT,Asia Pacific,Tokyo,366,6.03
158.101.216.227,443,443,true,FRA,Europe,Frankfurt,252,6.02
152.67.249.123,443,443,true,SJC,North America,San Jose,173,6.02
158.178.149.221,443,443,true,FRA,Europe,Frankfurt,256,6.02
140.238.64.65,80,80,false,LHR,Europe,London,252,6.02
141.148.232.151,443,443,true,FRA,Europe,Frankfurt,259,6.01
84.235.175.148,443,443,true,FRA,Europe,Frankfurt,265,6.00
141.148.241.25,443,443,true,FRA,Europe,Frankfurt,265,5.99
168.138.200.159,80,80,false,NRT,Asia Pacific,Tokyo,115,5.99
141.148.238.134,443,443,true,FRA,Europe,Frankfurt,254,5.99
140.238.58.42,2082,2082,false,NRT,Asia Pacific,Tokyo,315,5.95
193.123.39.153,443,443,true,FRA,Europe,Frankfurt,266,5.95
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,433,5.93
140.238.64.65,443,443,true,LHR,Europe,London,255,5.92
152.70.51.93,443,443,true,FRA,Europe,Frankfurt,267,5.92
141.148.240.204,443,443,true,FRA,Europe,Frankfurt,254,5.91
152.70.54.143,443,443,true,FRA,Europe,Frankfurt,262,5.91
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,267,5.91
158.178.146.22,443,443,true,FRA,Europe,Frankfurt,258,5.90
130.162.209.31,443,443,true,FRA,Europe,Frankfurt,318,5.89
217.142.243.205,443,443,true,KIX,Asia Pacific,Osaka,80,5.89
158.178.155.1,443,443,true,FRA,Europe,Frankfurt,258,5.88
84.8.149.214,443,443,true,FRA,Europe,Frankfurt,318,5.88
84.8.159.51,443,443,true,FRA,Europe,Frankfurt,326,5.88
152.70.53.233,443,443,true,FRA,Europe,Frankfurt,254,5.87
141.148.242.13,443,443,true,FRA,Europe,Frankfurt,261,5.87
141.148.242.227,443,443,true,FRA,Europe,Frankfurt,256,5.87
141.148.234.47,443,443,true,FRA,Europe,Frankfurt,270,5.87
152.70.51.86,443,443,true,FRA,Europe,Frankfurt,269,5.87
193.123.56.46,443,443,true,FRA,Europe,Frankfurt,253,5.86
138.2.0.217,80,80,false,NRT,Asia Pacific,Tokyo,76,5.86
152.70.96.33,8080,8080,false,NRT,Asia Pacific,Tokyo,353,5.85
158.101.69.12,2095,2095,false,NRT,Asia Pacific,Tokyo,290,5.85
141.147.167.102,8080,8080,false,NRT,Asia Pacific,Tokyo,96,5.85
140.238.83.109,443,443,true,FRA,Europe,Frankfurt,266,5.85
152.70.51.49,443,443,true,FRA,Europe,Frankfurt,259,5.84
84.235.162.63,443,443,true,FRA,Europe,Frankfurt,258,5.83
140.238.83.109,443,443,true,FRA,Europe,Frankfurt,317,5.83
152.70.58.64,443,443,true,FRA,Europe,Frankfurt,262,5.83
158.178.148.7,443,443,true,FRA,Europe,Frankfurt,270,5.82
158.101.81.4,2083,2083,true,NRT,Asia Pacific,Tokyo,361,5.81
141.147.175.230,8080,8080,false,NRT,Asia Pacific,Tokyo,90,5.81
150.230.118.217,443,443,true,FRA,Europe,Frankfurt,270,5.81
158.178.155.214,443,443,true,FRA,Europe,Frankfurt,258,5.80
84.8.153.138,443,443,true,FRA,Europe,Frankfurt,260,5.80
158.101.149.81,8080,8080,false,NRT,Asia Pacific,Tokyo,287,5.79
150.230.116.235,443,443,true,FRA,Europe,Frankfurt,264,5.79
141.144.192.209,443,443,true,FRA,Europe,Frankfurt,255,5.78
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,74,5.77
131.186.40.31,2082,2082,false,HKG,Asia Pacific,Hong Kong,333,5.77
140.238.62.12,2082,2082,false,NRT,Asia Pacific,Tokyo,102,5.77
138.3.208.9,80,80,false,NRT,Asia Pacific,Tokyo,127,5.76
138.2.12.32,2086,2086,false,NRT,Asia Pacific,Tokyo,101,5.75
140.238.51.89,2095,2095,false,NRT,Asia Pacific,Tokyo,84,5.75
152.70.107.26,8443,8443,true,NRT,Asia Pacific,Tokyo,112,5.75
158.178.159.141,443,443,true,FRA,Europe,Frankfurt,255,5.75
150.230.105.179,2053,2053,true,NRT,Asia Pacific,Tokyo,314,5.74
152.70.99.218,2087,2087,true,NRT,Asia Pacific,Tokyo,116,5.73
150.230.20.84,443,443,true,FRA,Europe,Frankfurt,263,5.72
131.186.40.31,8880,8880,false,HKG,Asia Pacific,Hong Kong,161,5.71
158.101.139.42,8080,8080,false,NRT,Asia Pacific,Tokyo,362,5.71
131.186.40.31,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,5.70
168.138.46.67,443,443,true,KIX,Asia Pacific,Osaka,89,5.70
132.226.14.31,2083,2083,true,NRT,Asia Pacific,Tokyo,323,5.70
130.162.212.65,443,443,true,FRA,Europe,Frankfurt,329,5.68
155.248.169.25,2086,2086,false,NRT,Asia Pacific,Tokyo,116,5.67
150.230.113.247,443,443,true,FRA,Europe,Frankfurt,264,5.67
168.138.196.164,8443,8443,true,HKG,Asia Pacific,Hong Kong,219,5.67
152.70.49.231,443,443,true,FRA,Europe,Frankfurt,256,5.64
64.110.103.69,443,443,true,KIX,Asia Pacific,Osaka,84,5.64
152.70.104.69,2096,2096,true,NRT,Asia Pacific,Tokyo,310,5.64
141.147.168.13,2095,2095,false,NRT,Asia Pacific,Tokyo,82,5.64
131.186.60.162,2086,2086,false,NRT,Asia Pacific,Tokyo,93,5.62
155.248.176.68,2087,2087,true,NRT,Asia Pacific,Tokyo,129,5.62
152.70.102.124,2052,2052,false,HKG,Asia Pacific,Hong Kong,393,5.61
64.110.104.30,443,443,true,KIX,Asia Pacific,Osaka,90,5.61
141.144.202.89,443,443,true,FRA,Europe,Frankfurt,292,5.61
140.238.51.184,2096,2096,true,NRT,Asia Pacific,Tokyo,86,5.61
168.138.198.53,2083,2083,true,NRT,Asia Pacific,Tokyo,150,5.60
130.162.50.165,443,443,true,FRA,Europe,Frankfurt,250,5.59
168.138.200.159,8443,8443,true,NRT,Asia Pacific,Tokyo,139,5.56
193.123.57.4,443,443,true,FRA,Europe,Frankfurt,255,5.56
138.3.222.204,2096,2096,true,NRT,Asia Pacific,Tokyo,316,5.55
168.138.211.188,2053,2053,true,HKG,Asia Pacific,Hong Kong,225,5.54
143.47.253.90,443,443,true,FRA,Europe,Frankfurt,265,5.53
193.123.61.216,443,443,true,FRA,Europe,Frankfurt,253,5.53
152.70.59.85,443,443,true,FRA,Europe,Frankfurt,261,5.52
84.235.161.58,443,443,true,FRA,Europe,Frankfurt,265,5.52
132.226.135.184,443,443,true,FRA,Europe,Frankfurt,269,5.51
152.69.178.16,443,443,true,MEL,Oceania,Melbourne,87,5.50
150.230.109.138,2087,2087,true,NRT,Asia Pacific,Tokyo,101,5.49
150.230.20.42,443,443,true,FRA,Europe,Frankfurt,255,5.47
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,187,5.46
138.3.212.226,2096,2096,true,NRT,Asia Pacific,Tokyo,371,5.46
158.101.68.100,2087,2087,true,NRT,Asia Pacific,Tokyo,166,5.44
150.230.105.228,2053,2053,true,HKG,Asia Pacific,Hong Kong,417,5.43
155.248.166.39,2096,2096,true,NRT,Asia Pacific,Tokyo,113,5.42
